,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist_name,artist_genres,artist_pop,song_genre
2269,0.451,0.83,10,-6.777,1,0.0402,0.904,0.929,0.145,0.863,120.02,audio_features,09gQa20jqpVBfVTxyNywd0,spotify:track:09gQa20jqpVBfVTxyNywd0,https://api.spotify.com/v1/tracks/09gQa20jqpVBfVTxyNywd0,https://api.spotify.com/v1/audio-analysis/09gQa20jqpVBfVTxyNywd0,304000,4,Black Excellence (Stay On It),Loraine James,"['art pop', 'deconstructed club', 'outsider house', 'uk experimental electronic']",32,electronic
2270,0.741,0.728,7,-8.367,1,0.0536,0.331,0.872,0.102,0.821,127.996,audio_features,0QiIiiGroBqnleILFsPUuc,spotify:track:0QiIiiGroBqnleILFsPUuc,https://api.spotify.com/v1/tracks/0QiIiiGroBqnleILFsPUuc,https://api.spotify.com/v1/audio-analysis/0QiIiiGroBqnleILFsPUuc,244262,4,Follow You,Kornél Kovács,"['float house', 'lo-fi house', 'swedish electronic', 'swedish house']",43,electronic
2271,0.373,0.816,5,-6.073,1,0.111,0.263,0.229,0.114,0.457,80.264,audio_features,40UETIjlrwKJNHu41HluTa,spotify:track:40UETIjlrwKJNHu41HluTa,https://api.spotify.com/v1/tracks/40UETIjlrwKJNHu41HluTa,https://api.spotify.com/v1/audio-analysis/40UETIjlrwKJNHu41HluTa,134583,1,plan A,Couros,"['vapor soul', 'vapor twitch']",37,indie rock
2272,0.697,0.815,11,-4.124,0,0.0579,0.00142,0.756,0.0212,0.437,134.992,audio_features,0oMLuN4cldfEiqwIY8dI7K,spotify:track:0oMLuN4cldfEiqwIY8dI7K,https://api.spotify.com/v1/tracks/0oMLuN4cldfEiqwIY8dI7K,https://api.spotify.com/v1/audio-analysis/0oMLuN4cldfEiqwIY8dI7K,258653,4,Fantasy,Cameo Blush,['experimental club'],29,funk
2273,0.742,0.855,1,-8.344,0,0.0611,0.0317,0.81,0.119,0.0455,138.008,audio_features,50OKS8aOeuiegMnJuPKUeN,spotify:track:50OKS8aOeuiegMnJuPKUeN,https://api.spotify.com/v1/tracks/50OKS8aOeuiegMnJuPKUeN,https://api.spotify.com/v1/audio-analysis/50OKS8aOeuiegMnJuPKUeN,420684,4,Apollo - Original Mix,Charlotte de Witte,"['belgian techno', 'electra']",61,techno
2274,0.751,0.834,10,-7.018,0,0.0713,0.0749,0.000505,0.149,0.563,133.972,audio_features,2K6qq0V7jXSlhucLr8R74Z,spotify:track:2K6qq0V7jXSlhucLr8R74Z,https://api.spotify.com/v1/tracks/2K6qq0V7jXSlhucLr8R74Z,https://api.spotify.com/v1/audio-analysis/2K6qq0V7jXSlhucLr8R74Z,175246,4,Hawt,TIBASKO,[],48,hip-hop
2275,0.599,0.98,6,-5.597,0,0.054,0.0698,0.396,0.0578,0.0625,128.003,audio_features,55GEZnn4x1v4nNKls9iVkD,spotify:track:55GEZnn4x1v4nNKls9iVkD,https://api.spotify.com/v1/tracks/55GEZnn4x1v4nNKls9iVkD,https://api.spotify.com/v1/audio-analysis/55GEZnn4x1v4nNKls9iVkD,271792,4,In My Head - Rebecca & Fiona Remix,First Hate,['danish electropop'],29,dance
2276,0.446,0.692,0,-9.617,1,0.148,0.00337,0.884,0.295,0.14,85.803,audio_features,7oEWZNifk5RQqwVIsjUuH4,spotify:track:7oEWZNifk5RQqwVIsjUuH4,https://api.spotify.com/v1/tracks/7oEWZNifk5RQqwVIsjUuH4,https://api.spotify.com/v1/audio-analysis/7oEWZNifk5RQqwVIsjUuH4,471377,5,Red Sky,Pearson Sound,"['float house', 'future garage', 'outsider house', 'uk bass']",33,electronic
2277,0.599,0.814,11,-9.001,0,0.0661,0.277,0.535,0.272,0.375,151.207,audio_features,5VChaeq6hagzFFwDsWETyz,spotify:track:5VChaeq6hagzFFwDsWETyz,https://api.spotify.com/v1/tracks/5VChaeq6hagzFFwDsWETyz,https://api.spotify.com/v1/audio-analysis/5VChaeq6hagzFFwDsWETyz,192454,4,Kepko,Sega Bodega,"['alternative r&b', 'art pop', 'deconstructed club', 'escape room', 'hyperpop', 'proto-hyperpop']",47,electronic
2278,0.789,0.828,6,-6.497,1,0.0636,0.115,0.693,0.0872,0.589,120.028,audio_features,7JDjw5R8GuEgJW7jcGDvwb,spotify:track:7JDjw5R8GuEgJW7jcGDvwb,https://api.spotify.com/v1/tracks/7JDjw5R8GuEgJW7jcGDvwb,https://api.spotify.com/v1/audio-analysis/7JDjw5R8GuEgJW7jcGDvwb,196615,4,Dagobah,Burland,[],12, electronic.
2279,0.75,0.821,8,-6.504,1,0.0437,0.136,0.0503,0.325,0.654,130.015,audio_features,3oHOObxpYRdsRwVqizxWNM,spotify:track:3oHOObxpYRdsRwVqizxWNM,https://api.spotify.com/v1/tracks/3oHOObxpYRdsRwVqizxWNM,https://api.spotify.com/v1/audio-analysis/3oHOObxpYRdsRwVqizxWNM,159562,4,Endless Sky,Dusky,"['deep groove house', 'deep house', 'house']",46,electronic
2280,0.626,0.9,1,-9.387,1,0.0431,7.28e-05,0.76,0.104,0.682,136.988,audio_features,4g8jAI4REmgqoE9aDZwFZi,spotify:track:4g8jAI4REmgqoE9aDZwFZi,https://api.spotify.com/v1/tracks/4g8jAI4REmgqoE9aDZwFZi,https://api.spotify.com/v1/audio-analysis/4g8jAI4REmgqoE9aDZwFZi,199876,4,Take Two,Daphni,"['alternative dance', 'art pop', 'canadian house', 'deep house', 'electronica', 'float house', 'microhouse', 'new rave', 'uk bass']",50,electronic
2281,0.672,0.818,3,-6.272,0,0.0813,0.0374,0.924,0.139,0.264,118.961,audio_features,7BS4EXqFhTjCxOWviduleh,spotify:track:7BS4EXqFhTjCxOWviduleh,https://api.spotify.com/v1/tracks/7BS4EXqFhTjCxOWviduleh,https://api.spotify.com/v1/audio-analysis/7BS4EXqFhTjCxOWviduleh,205993,4,Awara,Jacana People,[],37, world music.
2282,0.496,0.873,4,-7.547,1,0.0362,0.00335,0.896,0.099,0.0458,130.0,audio_features,4ho6jJU2nbX0NbiF33i4tX,spotify:track:4ho6jJU2nbX0NbiF33i4tX,https://api.spotify.com/v1/tracks/4ho6jJU2nbX0NbiF33i4tX,https://api.spotify.com/v1/audio-analysis/4ho6jJU2nbX0NbiF33i4tX,293489,4,To Feel Again / Trois,Jon Hopkins,"['ambient', 'compositional ambient', 'electronica', 'intelligent dance music']",57,electronic
2283,0.546,0.87,1,-6.795,1,0.0384,0.00362,0.659,0.0527,0.036,129.998,audio_features,4BG4Smwt9cu1RzAKurrIN6,spotify:track:4BG4Smwt9cu1RzAKurrIN6,https://api.spotify.com/v1/tracks/4BG4Smwt9cu1RzAKurrIN6,https://api.spotify.com/v1/audio-analysis/4BG4Smwt9cu1RzAKurrIN6,373167,4,Setting Sun,George FitzGerald,"['electronica', 'future garage', 'indie soul', 'uk bass']",49,electronic
2284,0.75,0.828,10,-8.785,0,0.059,0.00239,0.798,0.347,0.621,138.01,audio_features,7AAZFKHnWrXQfcDMZcjeAU,spotify:track:7AAZFKHnWrXQfcDMZcjeAU,https://api.spotify.com/v1/tracks/7AAZFKHnWrXQfcDMZcjeAU,https://api.spotify.com/v1/audio-analysis/7AAZFKHnWrXQfcDMZcjeAU,229565,4,Lessons,Conducta,"['bass house', 'ukg revival']",43,uk garage
2285,0.596,0.781,1,-8.436,1,0.0353,0.0625,0.737,0.086,0.306,134.0,audio_features,2wi0QZ8SagYzfSeAee6Rm4,spotify:track:2wi0QZ8SagYzfSeAee6Rm4,https://api.spotify.com/v1/tracks/2wi0QZ8SagYzfSeAee6Rm4,https://api.spotify.com/v1/audio-analysis/2wi0QZ8SagYzfSeAee6Rm4,230644,4,I Just Want To Love You,Elkka,"['electra', 'electronica']",43,electronic
2286,0.694,0.986,7,-9.88,1,0.054,0.122,0.917,0.116,0.58,134.0,audio_features,3rvp7TBddkCytpmqmlvb55,spotify:track:3rvp7TBddkCytpmqmlvb55,https://api.spotify.com/v1/tracks/3rvp7TBddkCytpmqmlvb55,https://api.spotify.com/v1/audio-analysis/3rvp7TBddkCytpmqmlvb55,403172,4,North Star,Avalon Emerson,"['electra', 'float house']",33,electronic
2287,0.555,0.931,5,-6.768,0,0.0486,0.113,0.934,0.104,0.508,133.983,audio_features,0wFXUI6pRUNLdhQYwwPykg,spotify:track:0wFXUI6pRUNLdhQYwwPykg,https://api.spotify.com/v1/tracks/0wFXUI6pRUNLdhQYwwPykg,https://api.spotify.com/v1/audio-analysis/0wFXUI6pRUNLdhQYwwPykg,247873,4,See the Sun Rising,Carl Cox,"['house', 'schranz', 'tech house', 'uk tech house']",54,techno
2288,0.689,0.609,10,-9.889,0,0.0382,0.295,0.0455,0.117,0.103,128.024,audio_features,3DVXjW5D4mPCS7lcUdkuq4,spotify:track:3DVXjW5D4mPCS7lcUdkuq4,https://api.spotify.com/v1/tracks/3DVXjW5D4mPCS7lcUdkuq4,https://api.spotify.com/v1/audio-analysis/3DVXjW5D4mPCS7lcUdkuq4,108646,4,Desire,George Riley,['indie r&b'],38, rock.
2289,0.584,0.613,11,-13.823,1,0.0418,0.113,0.855,0.108,0.0511,118.883,audio_features,0VzV34W0NidIVjz6IPlEEV,spotify:track:0VzV34W0NidIVjz6IPlEEV,https://api.spotify.com/v1/tracks/0VzV34W0NidIVjz6IPlEEV,https://api.spotify.com/v1/audio-analysis/0VzV34W0NidIVjz6IPlEEV,251188,4,Running,Rival Consoles,"['ambient idm', 'compositional ambient', 'electronica', 'intelligent dance music', 'microhouse', 'neo-classical']",50,electronic
2290,0.588,0.414,9,-10.811,0,0.0303,0.058,0.909,0.16,0.295,130.07,audio_features,3qwf9TLFi1AxfNtFWiXEV1,spotify:track:3qwf9TLFi1AxfNtFWiXEV1,https://api.spotify.com/v1/tracks/3qwf9TLFi1AxfNtFWiXEV1,https://api.spotify.com/v1/audio-analysis/3qwf9TLFi1AxfNtFWiXEV1,181120,4,Satellite 9,Mount Kimbie,"['chillwave', 'electra', 'electronica', 'escape room', 'future garage', 'indie soul', 'microhouse', 'uk bass', 'wonky']",53,electronic
2291,0.645,0.642,2,-8.577,1,0.0383,0.0029,0.00955,0.095,0.256,130.002,audio_features,17TCTYGxieVPS1TBTUdQkc,spotify:track:17TCTYGxieVPS1TBTUdQkc,https://api.spotify.com/v1/tracks/17TCTYGxieVPS1TBTUdQkc,https://api.spotify.com/v1/audio-analysis/17TCTYGxieVPS1TBTUdQkc,200493,4,Jaws,yunè pinku,[],47,r&b
2292,0.778,0.559,7,-9.474,0,0.0467,0.00098,0.904,0.0825,0.35,140.01,audio_features,6ZKiCDG5v785d9aYTqkhhk,spotify:track:6ZKiCDG5v785d9aYTqkhhk,https://api.spotify.com/v1/tracks/6ZKiCDG5v785d9aYTqkhhk,https://api.spotify.com/v1/audio-analysis/6ZKiCDG5v785d9aYTqkhhk,240724,4,Cutie - Edit,Shanti Celeste,"['electra', 'float house', 'fluxwork', 'outsider house']",32,house
2293,0.705,0.88,7,-8.887,1,0.0631,0.00481,0.862,0.0512,0.581,127.982,audio_features,3AaGCSpUFAmtB1XGxz5IWk,spotify:track:3AaGCSpUFAmtB1XGxz5IWk,https://api.spotify.com/v1/tracks/3AaGCSpUFAmtB1XGxz5IWk,https://api.spotify.com/v1/audio-analysis/3AaGCSpUFAmtB1XGxz5IWk,245208,4,ATK,Bonobo,"['downtempo', 'electronica', 'jazztronica', 'ninja', 'nu jazz', 'trip hop']",65,electronic
2294,0.73,0.891,1,-7.939,1,0.0701,0.045,0.712,0.186,0.976,129.965,audio_features,6ilWOSGCIpyRCnVUZsSbEB,spotify:track:6ilWOSGCIpyRCnVUZsSbEB,https://api.spotify.com/v1/tracks/6ilWOSGCIpyRCnVUZsSbEB,https://api.spotify.com/v1/audio-analysis/6ilWOSGCIpyRCnVUZsSbEB,173264,4,Sadhana,Anish Kumar,[],39, a carnatic song.
2295,0.818,0.748,11,-6.678,0,0.0717,0.00791,0.00775,0.207,0.472,126.069,audio_features,5qJm4xvRCOQ1zedunDnndW,spotify:track:5qJm4xvRCOQ1zedunDnndW,https://api.spotify.com/v1/tracks/5qJm4xvRCOQ1zedunDnndW,https://api.spotify.com/v1/audio-analysis/5qJm4xvRCOQ1zedunDnndW,180952,4,Talkin' Drums,Melé,"['future garage', 'uk house']",44,dance
2296,0.297,0.555,11,-9.344,1,0.047,0.0263,0.409,0.303,0.228,144.601,audio_features,1Pfun1VMFlTBwgqLNdUxcR,spotify:track:1Pfun1VMFlTBwgqLNdUxcR,https://api.spotify.com/v1/tracks/1Pfun1VMFlTBwgqLNdUxcR,https://api.spotify.com/v1/audio-analysis/1Pfun1VMFlTBwgqLNdUxcR,220653,4,The Corner,Gold Panda,"['chillwave', 'electronica', 'future garage', 'indietronica', 'microhouse', 'uk bass', 'wonky']",42,electronic
2297,0.656,0.203,10,-14.992,1,0.0574,0.983,0.772,0.164,0.419,143.915,audio_features,0Ume2ALqcG0LDPecFmNgAV,spotify:track:0Ume2ALqcG0LDPecFmNgAV,https://api.spotify.com/v1/tracks/0Ume2ALqcG0LDPecFmNgAV,https://api.spotify.com/v1/audio-analysis/0Ume2ALqcG0LDPecFmNgAV,146720,4,f1 racer,Mount Kimbie,"['chillwave', 'electra', 'electronica', 'escape room', 'future garage', 'indie soul', 'microhouse', 'uk bass', 'wonky']",53,electronic
2298,0.631,0.965,4,-5.273,0,0.0689,0.112,0.663,0.0717,0.395,120.029,audio_features,2sFOzyRqcN5fKXPrZJjoc2,spotify:track:2sFOzyRqcN5fKXPrZJjoc2,https://api.spotify.com/v1/tracks/2sFOzyRqcN5fKXPrZJjoc2,https://api.spotify.com/v1/audio-analysis/2sFOzyRqcN5fKXPrZJjoc2,232305,3,Running,TSHA,"['electronica', 'uk house']",57,electronic
2299,0.792,0.786,6,-8.901,1,0.0653,0.00101,0.783,0.132,0.698,128.017,audio_features,10MxEAlZuBPiidcQ9cNyvx,spotify:track:10MxEAlZuBPiidcQ9cNyvx,https://api.spotify.com/v1/tracks/10MxEAlZuBPiidcQ9cNyvx,https://api.spotify.com/v1/audio-analysis/10MxEAlZuBPiidcQ9cNyvx,221387,4,Frontier,Dusky,"['deep groove house', 'deep house', 'house']",46,electronic
2300,0.752,0.577,0,-8.829,1,0.0292,0.0315,0.11,0.0804,0.238,120.021,audio_features,7vtUYIuSNNeVZo2HoTAdtl,spotify:track:7vtUYIuSNNeVZo2HoTAdtl,https://api.spotify.com/v1/tracks/7vtUYIuSNNeVZo2HoTAdtl,https://api.spotify.com/v1/audio-analysis/7vtUYIuSNNeVZo2HoTAdtl,228621,4,Motive,Elder Island,"['electronica', 'indie soul', 'vapor soul']",50,indie pop
2301,0.707,0.57,6,-7.297,0,0.0783,0.436,5.42e-05,0.0666,0.965,160.018,audio_features,1ygKweLJhtyXz51C5o0hij,spotify:track:1ygKweLJhtyXz51C5o0hij,https://api.spotify.com/v1/tracks/1ygKweLJhtyXz51C5o0hij,https://api.spotify.com/v1/audio-analysis/1ygKweLJhtyXz51C5o0hij,141782,4,Vexed,dexter,[],45, alternative rock.
2302,0.661,0.393,10,-17.649,0,0.0653,0.00484,0.809,0.065,0.503,134.002,audio_features,44ZTXLhsvi5vaXTDhQsm33,spotify:track:44ZTXLhsvi5vaXTDhQsm33,https://api.spotify.com/v1/tracks/44ZTXLhsvi5vaXTDhQsm33,https://api.spotify.com/v1/audio-analysis/44ZTXLhsvi5vaXTDhQsm33,490299,4,Swallow Me,Call Super,"['ambient techno', 'float house']",24,electronic
2303,0.774,0.716,0,-7.907,1,0.0632,0.0283,0.0479,0.172,0.686,125.01,audio_features,2jT3SPpQCkkHilhF799MUR,spotify:track:2jT3SPpQCkkHilhF799MUR,https://api.spotify.com/v1/tracks/2jT3SPpQCkkHilhF799MUR,https://api.spotify.com/v1/audio-analysis/2jT3SPpQCkkHilhF799MUR,217621,4,No Passa,2fox,[],38,reggaeton
2304,0.648,0.757,0,-5.932,1,0.0296,0.276,0.092,0.0987,0.38,119.971,audio_features,2ECjeYPCdRNeuCzO0W1UMW,spotify:track:2ECjeYPCdRNeuCzO0W1UMW,https://api.spotify.com/v1/tracks/2ECjeYPCdRNeuCzO0W1UMW,https://api.spotify.com/v1/audio-analysis/2ECjeYPCdRNeuCzO0W1UMW,247327,4,Be with You,Totally Enormous Extinct Dinosaurs,"['alternative dance', 'electronica', 'indietronica', 'new rave', 'oxford indie']",54,dance
2305,0.806,0.981,11,-6.689,0,0.0646,0.00586,0.863,0.0512,0.914,128.0,audio_features,0Uo3ri0yFn2iUh2c3Z54uO,spotify:track:0Uo3ri0yFn2iUh2c3Z54uO,https://api.spotify.com/v1/tracks/0Uo3ri0yFn2iUh2c3Z54uO,https://api.spotify.com/v1/audio-analysis/0Uo3ri0yFn2iUh2c3Z54uO,360077,4,Organ Belta,Jamie Roy,['uk house'],33,reggaeton
2306,0.703,0.875,3,-4.361,1,0.0485,0.00259,0.729,0.0379,0.551,128.003,audio_features,7nZNvE2EdKrH127yzBMW8E,spotify:track:7nZNvE2EdKrH127yzBMW8E,https://api.spotify.com/v1/tracks/7nZNvE2EdKrH127yzBMW8E,https://api.spotify.com/v1/audio-analysis/7nZNvE2EdKrH127yzBMW8E,197728,4,Love Is Real,Loods,"['australian dance', 'disco house']",43,indie rock
2307,0.797,0.548,10,-5.992,1,0.033,0.71,0.0336,0.115,0.465,127.993,audio_features,5g1IxCinEawQcerAMrs2tU,spotify:track:5g1IxCinEawQcerAMrs2tU,https://api.spotify.com/v1/tracks/5g1IxCinEawQcerAMrs2tU,https://api.spotify.com/v1/audio-analysis/5g1IxCinEawQcerAMrs2tU,168724,4,e-motions (with Erika de Casier),Mura Masa,"['channel islands indie', 'hyperpop', 'vapor soul']",64,r&b
2308,0.608,0.479,11,-9.213,0,0.0397,0.4,0.272,0.107,0.313,130.023,audio_features,6fHovUU6c7i3h7GY8S6BSs,spotify:track:6fHovUU6c7i3h7GY8S6BSs,https://api.spotify.com/v1/tracks/6fHovUU6c7i3h7GY8S6BSs,https://api.spotify.com/v1/audio-analysis/6fHovUU6c7i3h7GY8S6BSs,262000,4,"Yours, Mine",Love Remain,[],25,pop
2309,0.565,0.447,6,-7.429,0,0.0529,0.0086,0.0335,0.111,0.126,165.993,audio_features,28xeM58xfbn0ahMEfjAsHP,spotify:track:28xeM58xfbn0ahMEfjAsHP,https://api.spotify.com/v1/tracks/28xeM58xfbn0ahMEfjAsHP,https://api.spotify.com/v1/audio-analysis/28xeM58xfbn0ahMEfjAsHP,220452,4,Woe,Shygirl,"['alternative r&b', 'art pop', 'electra', 'electropop', 'escape room', 'grimewave', 'hyperpop', 'pop']",60,"r&b, soul"
2310,0.681,0.826,8,-6.72,1,0.0547,0.362,0.0132,0.14,0.549,123.996,audio_features,2uUAW6qgya8keByF9mh3ui,spotify:track:2uUAW6qgya8keByF9mh3ui,https://api.spotify.com/v1/tracks/2uUAW6qgya8keByF9mh3ui,https://api.spotify.com/v1/audio-analysis/2uUAW6qgya8keByF9mh3ui,241087,4,Passed Tense,George FitzGerald,"['electronica', 'future garage', 'indie soul', 'uk bass']",49,electronic
2311,0.742,0.808,0,-8.242,1,0.0568,0.000239,0.812,0.0745,0.569,126.017,audio_features,1iWfrT2k3jOcsa1yoRuOPB,spotify:track:1iWfrT2k3jOcsa1yoRuOPB,https://api.spotify.com/v1/tracks/1iWfrT2k3jOcsa1yoRuOPB,https://api.spotify.com/v1/audio-analysis/1iWfrT2k3jOcsa1yoRuOPB,288088,4,Fembot Fashion,Maddy Maia,[],12,pop
2312,0.639,0.658,9,-8.633,0,0.0353,0.0126,0.829,0.123,0.29,121.998,audio_features,4HjFcknvaFWQNP9rJQngIz,spotify:track:4HjFcknvaFWQNP9rJQngIz,https://api.spotify.com/v1/tracks/4HjFcknvaFWQNP9rJQngIz,https://api.spotify.com/v1/audio-analysis/4HjFcknvaFWQNP9rJQngIz,288019,4,Gaze At Me,Flaurese,[],29,r&b
2313,0.731,0.715,9,-10.124,0,0.0396,0.334,0.897,0.114,0.327,120.984,audio_features,2NmFvSMwXVq96rjluHhPyR,spotify:track:2NmFvSMwXVq96rjluHhPyR,https://api.spotify.com/v1/tracks/2NmFvSMwXVq96rjluHhPyR,https://api.spotify.com/v1/audio-analysis/2NmFvSMwXVq96rjluHhPyR,297606,4,Revolving,Mafro,[],39,hip hop
2314,0.631,0.811,8,-7.931,0,0.0326,0.439,0.899,0.0672,0.147,126.98,audio_features,5uDNFpDhvw65Jwc7F4UJJg,spotify:track:5uDNFpDhvw65Jwc7F4UJJg,https://api.spotify.com/v1/tracks/5uDNFpDhvw65Jwc7F4UJJg,https://api.spotify.com/v1/audio-analysis/5uDNFpDhvw65Jwc7F4UJJg,253500,4,Evergreen,Duke Boara,[],39,r&b
2315,0.836,0.831,8,-6.624,0,0.078,0.000349,0.112,0.12,0.545,136.004,audio_features,0dCoAtdih1oipgbx4jFqcg,spotify:track:0dCoAtdih1oipgbx4jFqcg,https://api.spotify.com/v1/tracks/0dCoAtdih1oipgbx4jFqcg,https://api.spotify.com/v1/audio-analysis/0dCoAtdih1oipgbx4jFqcg,348315,4,Untitled A,Interplanetary Criminal,"['breaks', 'experimental house']",69, in the genre of electronic.
2316,0.798,0.718,8,-6.874,1,0.057,0.0332,0.571,0.0945,0.561,112.017,audio_features,6GnIaawrUwU0Agm7BM1wFu,spotify:track:6GnIaawrUwU0Agm7BM1wFu,https://api.spotify.com/v1/tracks/6GnIaawrUwU0Agm7BM1wFu,https://api.spotify.com/v1/audio-analysis/6GnIaawrUwU0Agm7BM1wFu,195605,4,Nowhere To Hide,Aluna,"['dance pop', 'edm', 'electro house', 'electropop', 'house', 'pop dance', 'tropical house', 'uk dance']",63,georgeelectronic
2317,0.823,0.588,8,-10.026,1,0.0739,0.0183,0.259,0.06,0.561,120.018,audio_features,0eK9owI3ww9aY4KT7pFOt6,spotify:track:0eK9owI3ww9aY4KT7pFOt6,https://api.spotify.com/v1/tracks/0eK9owI3ww9aY4KT7pFOt6,https://api.spotify.com/v1/audio-analysis/0eK9owI3ww9aY4KT7pFOt6,290019,4,Change,Supershy,['indie soul'],52,r&b
2318,0.599,0.592,11,-9.022,1,0.0327,0.0292,0.181,0.194,0.373,131.929,audio_features,5D898hh48b15X198JU0DVC,spotify:track:5D898hh48b15X198JU0DVC,https://api.spotify.com/v1/tracks/5D898hh48b15X198JU0DVC,https://api.spotify.com/v1/audio-analysis/5D898hh48b15X198JU0DVC,196492,4,Take Your Time,Sam Girling,[],27, pop.
2319,0.832,0.782,0,-7.774,1,0.0527,0.0219,0.768,0.492,0.798,135.0,audio_features,7xLFFvpk9ntQRNzQnflX5X,spotify:track:7xLFFvpk9ntQRNzQnflX5X,https://api.spotify.com/v1/tracks/7xLFFvpk9ntQRNzQnflX5X,https://api.spotify.com/v1/audio-analysis/7xLFFvpk9ntQRNzQnflX5X,201500,4,Heavy Like Lead,DJ Q,"['bass house', 'bassline', 'instrumental grime', 'speed garage', 'uk garage', 'ukg revival']",39,uk garage
2320,0.842,0.574,1,-8.877,0,0.302,0.274,0.0,0.073,0.35,97.925,audio_features,6VB1KfpJzVAnFvyeiCPC4f,spotify:track:6VB1KfpJzVAnFvyeiCPC4f,https://api.spotify.com/v1/tracks/6VB1KfpJzVAnFvyeiCPC4f,https://api.spotify.com/v1/audio-analysis/6VB1KfpJzVAnFvyeiCPC4f,156816,4,4Life,DaBoii,"['cali rap', 'viral rap']",55,rap
2321,0.796,0.461,1,-6.757,1,0.338,0.428,5.55e-06,0.107,0.487,92.015,audio_features,44p5ZWDBSppOoABrxoH5jU,spotify:track:44p5ZWDBSppOoABrxoH5jU,https://api.spotify.com/v1/tracks/44p5ZWDBSppOoABrxoH5jU,https://api.spotify.com/v1/audio-analysis/44p5ZWDBSppOoABrxoH5jU,156522,4,Keep Calling,Blxst,['pop rap'],73,r&b
2322,0.728,0.785,5,-6.253,0,0.205,0.107,0.0,0.0884,0.735,132.039,audio_features,1q9huadusReYqEjnENS3uw,spotify:track:1q9huadusReYqEjnENS3uw,https://api.spotify.com/v1/tracks/1q9huadusReYqEjnENS3uw,https://api.spotify.com/v1/audio-analysis/1q9huadusReYqEjnENS3uw,160920,4,FOMF,Ab-Soul,"['alternative hip hop', 'conscious hip hop', 'escape room', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']",65,hip hop
2323,0.827,0.564,4,-7.967,0,0.0838,0.095,0.0,0.357,0.781,125.081,audio_features,0tgAhrvNPhSyMZR0wWbv6Z,spotify:track:0tgAhrvNPhSyMZR0wWbv6Z,https://api.spotify.com/v1/tracks/0tgAhrvNPhSyMZR0wWbv6Z,https://api.spotify.com/v1/audio-analysis/0tgAhrvNPhSyMZR0wWbv6Z,184368,4,#1 Freak (feat. Ty Dolla $ign),Roddy Ricch,"['melodic rap', 'rap', 'trap']",81,hip hop
2324,0.949,0.678,0,-4.193,1,0.0911,0.0119,0.0,0.236,0.653,99.038,audio_features,5MqvzE1pneAGrzscbXOv9u,spotify:track:5MqvzE1pneAGrzscbXOv9u,https://api.spotify.com/v1/tracks/5MqvzE1pneAGrzscbXOv9u,https://api.spotify.com/v1/audio-analysis/5MqvzE1pneAGrzscbXOv9u,216100,4,Too Big,MOUNT WESTMORE,['gangster rap'],59,hip-hop
2325,0.857,0.662,7,-9.096,1,0.275,0.0374,2.21e-06,0.414,0.383,89.907,audio_features,5fCBPjWjqaa0vuRO0ZRWPC,spotify:track:5fCBPjWjqaa0vuRO0ZRWPC,https://api.spotify.com/v1/tracks/5fCBPjWjqaa0vuRO0ZRWPC,https://api.spotify.com/v1/audio-analysis/5fCBPjWjqaa0vuRO0ZRWPC,163205,4,Miss My Dawgs (with Lil Wayne),YG,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",76,hip-hop
2326,0.889,0.65,0,-8.595,0,0.365,0.194,0.0774,0.118,0.404,99.445,audio_features,6L8SpH68TcGEy2PYsHICEy,spotify:track:6L8SpH68TcGEy2PYsHICEy,https://api.spotify.com/v1/tracks/6L8SpH68TcGEy2PYsHICEy,https://api.spotify.com/v1/audio-analysis/6L8SpH68TcGEy2PYsHICEy,154372,4,Gallery,OHGEESY,['cali rap'],65,rap
2327,0.834,0.591,8,-7.466,1,0.273,0.0336,0.0,0.11,0.215,99.991,audio_features,1yIJZPDmD1HwxR6SJYYQWA,spotify:track:1yIJZPDmD1HwxR6SJYYQWA,https://api.spotify.com/v1/tracks/1yIJZPDmD1HwxR6SJYYQWA,https://api.spotify.com/v1/audio-analysis/1yIJZPDmD1HwxR6SJYYQWA,154880,4,Limoncello,OG DAYV,[],44,hip hop
2328,0.938,0.423,1,-7.958,1,0.456,0.105,0.00267,0.101,0.285,99.961,audio_features,1zW1v0vbAA8g8OGgXjBmsW,spotify:track:1zW1v0vbAA8g8OGgXjBmsW,https://api.spotify.com/v1/tracks/1zW1v0vbAA8g8OGgXjBmsW,https://api.spotify.com/v1/audio-analysis/1zW1v0vbAA8g8OGgXjBmsW,173196,4,Collective,G Perico,"['cali rap', 'west coast trap']",57,hip-hop
2329,0.876,0.456,1,-11.416,1,0.205,0.00143,2.79e-05,0.143,0.101,98.039,audio_features,1xjlu7pqQoqYRkFzSQKLr6,spotify:track:1xjlu7pqQoqYRkFzSQKLr6,https://api.spotify.com/v1/tracks/1xjlu7pqQoqYRkFzSQKLr6,https://api.spotify.com/v1/audio-analysis/1xjlu7pqQoqYRkFzSQKLr6,139594,4,Red on My Mind,MoneySign Suede,['cali rap'],52,r&b
